,Author,Title,Rating,Text,Date
1119,xavierseq,The ratings are baiting,2,"I just saw this movie in a multiplex with great sound effects and i must say the ratings given on IMDb/Rotten tomatoes and user reviews are very misleading because this movie is a great disappointment not just for the alien franchise but also as an overall thriller except for the 2nd half which rushes with some entertainment, the first part is too slow. There isn't anything new or worth exciting in this movie except Andy's character being a bit different. There is also a great failure of logic the way the alien evolves super fast. The entire cinematography gives a feeling of a very old film with poor representation of machineries, computers, spaceship and so on.",2024-08-25
1120,roxlerookie,Lame characters & script in a beautiful Alien production,3,"Seldom have i been less interested in characters in a movie. I haven't watched the original Aliens movies in a long time, but i do remember the characters as being bad asses in space, each with their own idiosyncrasies. Well written characters, basically. They had a story, they made sense, they complemented each other. And Ripley was top badass, before she was famous, that role probably made her career.Now, onto this 2024 version. I already forgot the face and name of the new Ripley. And the other characters were a shapeless soup with the exception of the black robot, who's memorable, but unfortunately is written as some wimpy beta male 80% of the time, it was very awkward. The other characters, i couldn't tell them apart, and could not care less about any of them.It's a shame because the set and cinematography were great. But the story, script & characters just suck. Hard.",2024-10-18
1121,qvstqtsrs,Disney Horror,3,"Worst of all the Alien movies! Lousy plot and acting and lousy lines. It was neither scary nor exciting, they tried to squeeze in everything they thought was cool from the previous films, the only thing missing was some lesbian scenes. The monsters that become full grown in 10 seconds and were worse made than the original movies, it doesn't get any better for the meanest protagonist I've seen, 90% of the lines are screamed and if I had rented it I would have turned it off halfway through the movie. Don't know more what to say more than the same level as Rebel Moon. I can certainly go on for as long as I want, but if I don't feel like I have the energy to put more energy into it, I'm terribly disappointed and would rather rent and see Promepheus one more time.",2024-08-18
1122,walterleemathew,Walked Out,1,"That is correct after 45 minutes of this movie me and my son walked out and said this is just boring as hell not considering that I fell asleep when it started and the first five minutes we left and I don't regret it. Everything about this movie is bad, I didn't not ask for a refund. I just took my lost and accepted it. I wasn't high. I'm going to see it the first time anyways, but I thought I would give it a try myself would not recommend it felt like most of the movie was in black-and-white and gray , not a lot of color a lot of actors who didn't seem to know anything about their job. Don't go.",2024-08-25
1123,a-clinch1,Average at best.,4,"Best 3 films in my opinion of the franchise are Alien, Aliens and Prometheus. Went to see this film thinking that it may be a worthy addition. Extremely average acting at best, no tension throughout, story is not compelling at any point. Extremely flat film. I did not go into this film expecting any originality but did still expect a well told story but this really is a bore fest, that just makes you want to watch the original two. Effects are fine. Dialogue is simple. The action sequences are really basic with zero attempt for even trying to create a scene that you have not seen before. Pointless.",2024-08-16
1124,tresm87,Should've Let Ridley finish the prequel trilogy instead of cobbling this tik tok Alien movie together.,5,"Ever since the first trailer, I got an overwhelming feeling this was gonna be a younger generation alien film. Well, that's exactly what it is and no matter how much I enjoy Alvarez as a Director the overall product cant escape the dull uninspired cast as well as throwaway story. People critiqued alien covenant and Prometheus to no end because of lack of understanding for the deeper complexities and this is what we're left with. The whole thing seems like it was a made for MTV series from 2015. Yet again ruining another franchise Which is not a shock at all at this point. Ridley can't be happy about this.",2024-08-14
1125,makrower,Romulus: A Total Disaster That Disappoints 'Alien' Universe Fans,5,"As a fan of the universe (Alien, AVP, Predator, games, comics, action figures, etc.), I am simply disappointed with Romulus. In the series, we know there are iconic, good movies worth watching, and there are weak ones, but this one is just a total disaster. The storyline feels rushed, the acting... well, what acting? What actors? It was supposed to have the atmosphere of Alien: Resurrection... yeah, well, it's just terrible 🙂. The movie seems aimed at brainless young people. For seasoned fans, it's a major letdown. I've said my piece. I won't say more because it's not worth wasting any more time on this awful movie. Ripley was right when she asked if the IQ level suddenly dropped while she was asleep for half a century. The best comparison to this is the last Romulus-a steaming pile of garbage made for the brain-dead, iPhone-obsessed generation, who thought it was a good idea to lie on the sidewalks in major US and EU cities with a facehugger mask on their faces, pretending to be an Alien victim in broad daylight.Only 5 stars for CGI.",2024-11-14
1126,mocaler,Only 2 movies. 1 game and the ORIGINAL comics are worthy,2,"The first 2 movies (Alien and Aliens are the only movies which I liked. There was also a comic book series set after Aliens and goes in a better direction than the 3rd movie. I also liked Alien Isolation. But all the rest of the movies are trash, including this one. I really don't get how so much money can be put toward movies with bad stories. I also do not like using the digital likeness of deceased actors. I do not like the attempts to maintain Prometheus and Covenant as valid parts of the story. Although I would like to see a good continuance of the Alien story, I've pretty much abandoned all hope of this.",2024-09-21
1127,thevances,Not worth the wait,4,"My high hopes for this film were greatly crushed early on. I read the reviews that said wait for it or the end is the best. It started slow and confusing and finished a little faster and confusing. For me, most of the movie made very little common sense, and at times, left me questioning what was going on, how dumb are there people, how can they still be alive, and when will this all end. It really doesn't.The scenes in the movie were really good, but the movie drug along with little suspense. They did not use the aliens near enough, and the suspense just didn't work. The acting was subpar, and I kept waiting for the team to come together in some way.",2024-08-17
1128,JoeyCeee,Haven't seen it yet...(oK I saw it),2,"Mediocre at best. Pretty bare bones plot. Not scary, not exhilarating, not awe inspiring. Pretty much lets throw kids into a haunted house, kinda Scooby Doo-ish. Obvious call backs didn't help. I'll have to think about some of the lore changing stuff and see if it makes sense after.For me movies like this require me to like the characters. They didn't even bother to develop them.(Earlier thoughts pre-viewing)
But I think I have by watching the trailer. Are we rooting for the Alien? Because the cast looks annoying ;).Fan of the franchise but after Aliens they have missed the mark (I'll throw the Alien Predator movies in there as well). If its back to horror than I guess that's ok, but Aliens went action movie and it improved on the original. But successful risk taking isn't going well in Hollywood, so back to the beginning I guess.I like the no name cast (or should I know them?). They are all sacrificial lambs. But not the strong female heroine lead (tm). I'm sure she's had a hard life but manages to defeat the most unstoppable force while being 5' 2"" 110lbs. ;)",2024-08-16
1129,manonakok,"A bad remake for a new generation, nothing else",4,"The original alien hit the cinemas in 1979, I myself was born in 1982.Nevertheless the first time I saw alien, I must have been 16 or something at the time - it slowly worked its way up to my top 5 of favorite movies of all time.Why? Because it was pure, unadultered sci-fi horror, yet subtle, suspenseful. The characters, their motivations and personalities all naturally established themselves.Ash too you suspected something was of with - as someone who might have some case of high-functionining autism?Even after the big reveal on the truth of Ash, he remained an artificial person of few words; it was shown how coldly calculating he was - but all in service of Waylan-Yutani. Yet he did have something of a (programmed) human element to it:""I can't lie about your chances, but you do have my sympathy.""Here a poorly CGI crafted Ian Holm is re-introduced as Ash again. The writing for him is however so on-the-nose, so ridiculous...so full of over exposition. Again, Ash was a man of few words, and only when compelled to answer.Here he goes on and on as if feeling a need to justify his actions. That simply does not jive with the single-minded part Ian Holm once played.The rest of the cast too is hardly memorable. That it was a full cast of all teenagers makes me suspect this was a movie drafted by committee - and very much gave it Disney-vibes.Not at all the movie I had hoped it to be. Maybe just leave the Alien franchise well enough alone, or put it in cryo-stasis for.... I dunno...80 years or so?There was one big plus I took away from this movie, and for whom alone I probably reserve 2 out of these 4 stars. That is the absolutely amazing performance of David Jonsson as Andy! He's one to watch and based off of his
performance in Alien Romulus, I hope we'll get to see a -lot- more of him.",2024-10-26
1130,grinthorn,A triumph of member berry writing that does not a story make,3,"First, let me say that this is the first time that I've seen here in my country, when a movie ended, and everyone were still staying in their seats while the credits rolled, trying to process what we just watched. In disbelief. And not in a good way.I was kinda hopeful for this one, I liked the visuals from the trailers, it seemed to have the correct early Alien atmosphere (it did!). The only red flag was the all Gen Z cast and well - I was right about that. The movie did needed and older (disgruntled) mentor guy or at least a guy like Elgyn in Alien R, that was a Leader. We had one guy but he was not really this person.The movie's first hour I enjoyed, despite the modern Hollywood ""create dumb problems to present even dumber solutions"" writing moments, which were all emphasized on later, when the third act went off the rails and the second third act went I don't know even where (if you've seen ""Tropic Thunder"" you'll know where). But we still needed to get there through member berry after member berry after member berry to get to that third and second third acts. To be rewarded with even more member berries. At this point I was tired and annoyed by this. Especially that pulse rifle ""training"" scene and the dialogue that was ""supporting"" it. Jesus wept...MILD spoilers ahead:It was like the screenwriter tried to mesh every movie in the ALIEN franchise in this one flick (as a tribute, I guess) and it is an absolute disaster. Would have worked better if we had just one xenomorph, maybe two. And we ended with a hive that did not really made sense because of the way the first hour of the movie was written.And then we got THE SECOND third act where... I can't even start to explain. We got a way, WAY WORSE version of the Alien R ending, mixed with some Prometheus black goo-ness.Friends, this one is scraping the bottom of the barrel with ""Covenant"" for me, and while the latter one bored me to tears, this one REALLY pissed me off. And on.I should've not expect less from Disney.",2024-08-16
1131,fritsjensen,Disapointed,2,"Ok I see people are rating this movie as a good movie. Wich I personally cant fathom. Its played by very young actors, I tend to think for a very young audience. Being a true Alien fan since 79 I was very dispointed. I actually walked out of the theatre, halfways, leaving the theatre completely empty ;) since I was the only there. The actors talking all the time, jesus everybody having lines to say, speed talking, constantly. Bla bla bla bla on and on. And Ridley Scotts name is strangely featured ss instructor. I cannot believe he was part of this. Wasted time and money. Sorry for the bad review, but omg. And why people have rated this so highly, I have no idea. Maybe it is because of the inclusive diverse set of actors, that makes young people vote it up. I give one star. Plus one for seing Ridley Scotts name, and the name Alien on a movie.",2024-09-03
1132,linkestis,A total mockery of the fan...,1,"2142..sneakers and ordinary backpacks!?!?Equipping the ship with analog buttons and a door key like a garage door?!!?I just can't believe what a cheap movie I just watched, acting like it was a low-budget cable TV series. Sets like a puppet show. What references are you talking about in this parody? Even more so to Prometheus? There are no negative ratings, I will give it a -10 with complete satisfaction! There is more plot and acting in Christmas movies. I didn't see any intention, references, future, message or anything!Was that serious?A total mockery of the fans and the ordinary viewer. Disgrace!",2024-12-02
1133,dark-phoenix84,Fails to replicate it's predecessors,4,"This movie was a disappointment. The original alien & aliens movies were quite good. The story & the depiction of a hostile species with acid for blood was freaky and unheard of back then. The scare factor was off the charts with really visceral moments like the alien bursting out of the chest etc.,This movie on the other hand is a pale shadow of the original movies. They problem is not with the story or even the actors. Rather, the issue was with the theme being redundant. It's been reused so many times that, it does not give a visceral jolt of a horror movie anymore.To be fair, the movie makers have realized it while making the movie and introduced some scenes of body horror where they have one of the characters in this movie inject the alien genetic material while being pregnant, resulting in something hideous. But, it looked like something which was copied from movies like ""Species"", rather than anything original.The other issue was the attempt to recreate the 80s style technology while trying to show the futuristic space exploration & mining, with it. It just doesn't work, when you try to make outdated tech do things that we now know is impossible. It worked in the older movies cause, the audience had never heard of LED screens etc., back then.Somehow, this movie was bland & dull in comparison to other movies in this franchise though, it watchable once.",2024-11-12
1134,dk777,"An Attempt To Connect The Alien Franchise, But With Major Flaws And Questionable Casting",5,"A new attempt to connect the Alien franchise, but with major flaws and questionable casting.The film is not without some good sides, but it also has a lot of flaws.The biggest flaw is the rather questionable casting of the young actors who look like a bunch of kids running around a spaceship.What's good about the movie are the aesthetics and colors that are reminiscent of the first movie in the Alien franchise.The special effects are not bad, although they could be better. The creature designs are solid, but the actors just aren't very convincing. I think the film would have profited more with some senior actors who would have given the film and the story more seriousness.The story itself is not so bad, but it is spoiled by the unnecessary melodrama with the android. This was handled much better in the previous films.Cailee Spaeny is no Sigourney Weaver, and besides, she looks like she's 12 years old. Sigourney Weaver was a believable character, with her fears and desire to survive, along with her maternal instinct. Simply, this actress looks too young for such a character and I can't take her seriously.Some new ideas were introduced into the story that may have potential, but it's a shame they weren't handled better.All in all, a somewhat watchable effort, but that's not it.",2024-10-19
1135,e-1529,Disappointing to say the least,3,"When I go watch a great movie in the evening, then next day I think about it all morning as I soak it all up. Well I watched Alien Romulus yesterday and it wasn't until 1pm today that I REMEMBERED I went to theater yesterday. That's how inconsequential this movie was.Bunch of teens, a couple of them with strong British accent difficult to understand. Nothing is more annoying that hearing a British actor with cockney accent munching words, not being able to enunciate properly.I heard reviews saying the acting was horrible but I think the acting wasn't great but it was decent enough, it's not their fault to be honest. It's the story that is just terrible and the overall lack of depth.Unoriginal plot, confused kids operating an hi-tech space ships. No memorable characters apart from Andy. Everything feels like it's been done before and in a much better way than this.It's a (bad) copy and paste mess from other Alien movies.This movies has no class, boldness, creative talent or movie making craftsmanship.Compared this this the first two Alien movies belong to a different world, literally.",2024-08-30
1136,Cyns-Corner,Meh,5,"2.75 STARS - I was surprised to feel rather ""meh"" about this installment. I don't know if it's just because I'm not the hugest fan of the franchise, though I really enjoy the first two films. But for some reason, I just couldn't connect in a way that I wanted to with this one. I liked the dynamic/relationship between the female lead and her android ""brother"" and some scenes were cool, but other parts about it just didn't work for me. The nods to the earlier films didn't play well and seemed a bit cheesy. I caught myself rolling my eyes at certain points. On top of that, it felt a bit too draggy and just didn't keep my attention. By the end of it, I had fully realized that I just didn't care about the characters all that much and was glad when it was finally over. Video review on YouTube - Cyn's Corner.",2024-08-15
1137,claudiumarandici,Really???,5,"Folks, have our cinematography standards really gone that low?? If you compare Alien from 2024 with Alien from 1979, if you compare the level of special effects, technology, the film from 1979 is a masterpiece, the feelings it conveys, the suspense, is clearly superior... Clearly superior to a film made with much less resources, technology ... and you now praise Alien from 2024??? This is not evolution!! It's involution!!! Let's say that the effects, the technology don't matter... but... what did you do with the actors bro??? No offense, where did you find them??? Ugly times we got to live in, superficial, without substance, without quality....",2024-08-28
1138,Darcoby,I had such high hopes.....but here we are.,5,"Spoiler free mini-review of Alien: Romulus. This is the seventh Alien film not counting the two Alien vs Predator movies. Fans of the Alien movies will enjoy the many MANY easter eggs and callbacks throughout the film. Most of which were tastefully done while others beat you over the head with them (""Remember?! Remember that scene from that movie you liked? See? We're doing that here. Isn't that cool??"")The characters were pretty two dimensional with a couple of exceptions. I would have given the movie a solid 6 or 6.5 that is until the third act where it just turned to dreck.Positives: The set, prop and creature teams were obvious fans of the lore and really did a good job of pulling off the aesthetics of the first two films. Dialog wasn't horrible but won't win any awards either. Character development was weak except for two of the crew. A surprise cameo was decently done and did actually fit within the story structure. The music was well done but nothing noteworthy.The bad: It's dark, very dark in every scene. Not AVP: Requiem dark (iykyk) but dark nonetheless. Other than a couple of minor plot points, there really wasn't anything new to showcase. Most of the cast have very thick British accents which, if you are going deaf like me, makes them very difficult to understand over the music and background noise. Finally, the third act. Don't get me started on the third act. I was good with the story progression until that last 30 minutes where it really felt like the writers threw their hands up and said ""Welp, we're out of ideas"".Still, it was better than Alien 4, Prometheus and Alien Covenant. So there's that at least. If you are a fan of the first two Alien movies and/or Alien Isolation, you might enjoy this film. Or...save your $$$ and wait until it's streaming.Final verdict? 5/10. Your mileage my vary.",2024-08-16
1139,petersjoelen,kids in space,5,"Kids in space , that is the first thought that crossed my mind during the film , if this is an attempt by Fede Alvarez to try to recreate the atmosphere of the original film then he has not succeeded very well .I found myself not being able to bond much with the characters, there was no camaraderie that you saw being built up in the original, such as in the dinner scene.Admittedly Alvaraz has tried, on a technical level, but it takes more than dark corridors,
rain and the same gadgets on board to recreate the atmosphere, bringing Ian Holm back with AI was also not a great idea, but it gets even worse during the The end of the film goes completely off track with a stupid plot twist that feels super unnecessary.Ultimately, this new part made me leave the cinema with quite a hangover.",2024-08-24
1140,michael-gepp,For beginners only!,5,"Watched it today as it opened in Brazil. Very stupid film! I was expecting much much more, after the absence from previous show. Boring, predictable. Director, previously unknown to me, decided to use same ideas, scenes and quotes from previous films in the franchise. That might impact or attract new viewers. I knew exactly what characters would do or say before their scenes happened. I hope they definitely lay the subject to rest and never think of a sequel. Film for dumb beginners only! Watch at your own risk. I do not recommend it at all. I rather watch the first three films from the franchise!",2024-08-15
1141,dutyfirst-22466,Middle of the road Alien film.,5,"I rank this somewhere between 4 and 3. Disliked the cast in its entirety and wasn't feeling the teenage antics with aliens. Andy is the most useless bot with his seizure meltdowns, by the end it was overbearing. Perhaps an unpopular opinion going by the reception but I sincerely don't think this was so much a love letter for fans of the Alien movies as it was some kind of Gen Z reboot. The zero gravity dodging the acid blood scene was the end of my rope when it came to this film. Nonsensical action, uninteresting characters who couldn't hold a candle to the original cast. Finding it really hard to barely rate this film better than 4.",2024-09-30
1142,bernard_danino,Protect the franchise,1,"I don't get it isn't the franchise supposed to be protected? Like a business I mean? I have been following it since the first one, I was aged 15 then. I loved each of them installments. Of course they are unequal but all in all they are unsurpassed in the Sci-Fi genre, or only maybe by Interstellar, if we can even compare the genres... But this? I mean what is this piece of turd and why does it bear the name of the franchise? Who is the idiot that let that happen? You bring a low costs bunch of kids and some CGI and you think you can join the legend? Unbearable. I promised myself I would try because, well you know, I am a fan and all, but hell after 20 minutes I was stomping my feet on the ground. Casting these kids is wrecking the good name Alien!",2024-12-03
1143,Krys1984Kasp,Really?,5,"I watched it and I think it could have been a nice movie. It was quite good, until the last act which ruined the entire previous impressions, and therefore the whole movie. There is no way to compare to the ""old"" aliens. For me it's only better than Prometheus , and the next one, which was so great that I even forgot the title. Convenant? I guess so. It's not a high bar. Zero atmosphere, no building any tension. I only felt a thrill during the scene where they drift surrounded by acid... Characters that differ only in appearance and names. Paradoxically, the most human and developed character is probably the android Andy. Not a single ""scary"" scene. I really don't know what people are raving about... it seems that the requirements/expectations are so low now... seriously, movies are getting worse.",2024-08-28
1144,Steeler92,Yawn,4,It's another uninspired Alien movie filled with WB level young actors. The story is ridiculous. The characters are one dimensional and unlikable. Really Andy is the only decent character in the whole movie. This movie really added nothing to the stories we've already seen. Through most of the movie I played on my phone because it didn't keep my attention (I'm typing this towards the end of the movie if that says anything). I now find myself rooting for the Aliens because the characters are so annoying. Rain is really horrible. Having to add more characters (letters in this case) because I have to write a novel per the rules.,2024-11-24
1145,dakjets,How to surpass a masterpiece? It is impossible,5,"I grew up with the Alien movies. Although I was too young to enter the cinema in 1979, I still got to see the film as an 11-year-old. My cousin arranged to rent it on video (remember video rentals?). The film made me both interested in the sci fi genre and horror films. An interest that has remained throughout my life. The claustrophobic, intense original film from 1979 was and is groundbreaking.The action-oriented sequel from 1986 was also very successful in that it maintained the horror effects of the original, mixed with magnificent action scenes.Later the downturns began. Guess if you're still reading this review you know what I mean.With this film, my expectations were turned up. Maybe too much? I watched the movie with a friend who doesn't have the same interest in these movies as I do. He liked this movie. I thought it was exciting and scary. I understand why he means that, but it's not good enough for me.The film functions as an action-packed scifi adventure and our ""friends"" Aliens of course appear and do what they usually do. Although the film makes many references to previous films, this is not enough for me.I think the nerve in the film cannot compare to the two original films. It will be a dime a dozen in line with comparable films. It lacks the unique thing that made the original film a masterpiece: the ability to scare the life out of us.And then it's a fact, I can't avoid it; an Alien film will NEVER be the same (and as good) without Sigourney Weaver. Sorry, that's just the way it is.",2024-09-19
1146,gtrd-06740,Nothing new,3,This movie is just yet another example of modern films lacking creativity. I'm a fan of the alien franchise but like most modern iterations they simply rehash old ideas and hope nostalgia blinds the viewer of this fact. There is plenty of options they could of used for this film but chose to ignore them or they could of used influences from the expanded world from the books but sadly that is asking to much. As gory and decent action scenes it unfortunately does not save the film in my opinion. Hopefully one day this franchise will be revived and brought back to the levels of the original or at the very least to the levels of aliens or even alien 3 for that matter.,2024-08-18
1147,Old_School_Gamer,Complete Copy of Old Alien Movies,1,Are you kidding? They basically stole every scene from all of the previous Alien movies from the past 30 years. Is this supposed to be a good movie? I literally was laughing every 10 minutes or so throughout the movie because the scenes were exact duplicates from other Alien movies in the franchise.I am very surprised that Ridley Scott would even consider making something that is in this poor of taste. Save yourself a lot of disappointment and time and money and go watch something else because this movie is an exact replica of other movies that preceded it. On top of that the acting was terrible and the story was completely boring period.Horrible!!!,2024-12-03
1148,HypnoticPoison7,Just O.K.,5,"It has been a few days since I've seen this in theaters in XD, and already I've forgotten most of it. I love Cailee Spaeny and have seen most of her work, so I mostly saw this for her. She impressed as usual, however I can't say the same for a single other actor in this story line. It wasn't particularly well written, most of the characters are inexplicably inept yet simultaneously crafty at other times, making them all highly dislikeable and definitely immature with little to no backstory. While Andy isn't a bad character, you wonder why they included him at all or made the choices they did with his story arch. It's definitely not a movie for anyone looking for interesting dialogue, but then, the last Alien movies that tried that also failed. Some scenes were decent enough for a horror flick, but this was a disappointment in XD. They didn't have the funds to make the aliens look half as good as previous ones, which was the only other reason to go. Just save yourself the time and watch Alien Resurrection for real fun and character development.",2024-08-22
1149,Rabid_dog-sr,David Jonsson Saves This Movie,4,"With nods to Prometheus, alien and the wider universe this starts off with good intent. A cameo that lasted too long and a take on a famous line from Aliens that was all unnecessary.When will the final shot of a aliens movie end with a xenomorph punching through a skull of a hero looking up to see a ship descending with the audience knowing what horror awaits the crew and the credits roll leaving us wanting more?Romulus isn't a bad film, it just doesn't do anything unexpected. The end scenes are disturbing but no more so than ressurection. A retread of alien isn't what we needed but its what we got.Andy, well Andys portrayal was fantastic and Mr Jonsson did for alien Romulas Sigourney did for alien.Watch it with an open mind but don't expect a new classic.",2024-08-21
1150,cvkwqgrsg,If you like Alien/Aliens keep clear,4,"Alien Romulus certainly looks the part and has an interesting initial premise with some good acting performances, along with interesting sets and locations.However, like so many modern films in longstanding series/franchise, it can't help but dredge up bits we all loved from the classics in place of creating new things. In here we have multiple lines directly taken from Alien and Aliens (very famous ones) just jammed in as poor fan service, which is extremely jarring and also takes some of the meaning and gravity they once had and dilutes it. It also fails to create any real tension past its first act devolving into a nice looking slasher type film where the only thing moving the plot forward is the characters acting totally illogically.The third act pulls in some Prometheus elements and does do something new, but in all honesty I wish these elements and the whole Prometheus side of things just be left out of the alien franchise as it mainly degrades the alien itself and new doesn't always mean good.It overall plays like a poor imitation of an alien film that tries to use direct elements from the classics to elevate itself, tainting this film and tarnishing the legacy it is aiming to add to.To me the best entries into this series are still easily Alien, Aliens and Alien:isolation (game). This is a well made but shallow representation of what alien can be and while it is happy to heavily ""borrow"" elements from the original films I wish someone would borrow their fairly basic plot and suspense/tension building instead and give us a true Alien film.",2024-08-22
1151,noahcarmicheal,If Michael Bay directed Game of Thrones Season 8,4,"Pros:
The acting was good
The story was great
The introduction of a new xenomorph was awesome!Cons:
You can't see anything actually happening because the lighting in the movie is terrible. There are tons of face hugger and xenomorph action but the lighting is so bad you can't see most of it happening. The movie tries to give fans all the things that made the first two movies amazing but falls flat because of the seizer inducing flashes of darkness and low lit light. No joke, the med Bay, the command center, and the mission room are all lit with bright lights but the hallways, elevator shafts and engine rooms don't have anything but two red lights. I get it, I do. You want this movie to have plenty of jump scares but what's better than a jump scare? Seeing the freaking aliens!!!This isn't 1979, we know what the creatures are. And for the new one, maybe have it actually be in the movie for more than 30 seconds.",2024-08-16
1152,klietschk,Alien Movie for teenagers,4,"First review , because I thought this movie will actually be good. Didn't watch any trailer. Came in fresh and ready, to get shivers because a Xenomorph is crawling behind his prey, ready to slash him in pieces... but it was a a boring showI hoped the whole time that there will be a team of Elite Soldiers , who will come and get the teenage crew back, but there was none. So all we had was a bunch of teenies. No jumpscare, no good fighting scene, no scary moments, everything was a bit lame because it's an alien movie for beginners of this genre filled with teens. No serious atmosphere at all. What a lame movie wow. Good cgi tho, I liked the universe scenes the most.",2024-08-17
1153,mbprocter,Lazy scriptwriters,4,"While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe. While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe. While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.I hope that by the year 2140 people aren't still using the phrase ""Wait, what?""
This has crept into every film. This and ""Wait, wait, wait.""
Are the same scriptwriters being used for every film today?That aside, I give this film 4 because it's just endless repeats of all we've seen before.",2024-08-22
1154,Mainecoon999,Painfully Predictable and Dull,4,"Alien franchise is peak of Sci Fi Horror and always delivered star cast with certain dramatic performances. Unfortunately, AR is the second lowest of franchise right above Alien Ressurection. Why?Actings are average. Writing is mediocre. There is no intellegent human beings in story add to that weird casting choices made by producers and we are only left with retro atmosphere and an exceptionally great CGIMusic, editing and directing barely save the project from being a terrible mess. Being a sci fi horror fan, I think this one deserves to be in a streaming platform in form of series, mainly because of acting, casting and poor writing.",2024-08-18
1155,jitteshsolanki,Speechless...,4,"From the awful CGI to the worst facehuggers ever, this movie absolutely failed to do the Alien series any justice. Very forgettable, acting and cast choice was below par, not sure what the obsession is with having British teens in Hollywood movies. Didn't add anything new to the franchise lore, which is something that can be greatly expanded on as in the comics. Would be more at place as a direct-to-video/DVD release.Plus points- the sets were nice and had a decent atmosphere to them mostly. You can tell the creators did their research on the franchise and have tried to recreate certain elements and include some nods and homages to previous movies.Overall, no fear, no tension, no stakes. Probably the worst of the franchise excluding AVP Requiem.",2024-11-02
1156,simon-vaquier,To see to fill the ignorance and to forget.,3,"Some cinematic shots are just magnificent, good innovative ideas to set the context of a humanity at bay on a desolate planet. Unfortunately, this does not save this film. A teenage film for teenagers who do not have the Alien culture. Too bad the clumsy clichés: making up Ray as Ripley using a weapon slung over his shoulder, water fans, a countdown until the destruction of the ship and the film. Too much benevolence could save some creative ideas for the production and the screenplay. We place too much hope in a new film in the franchise, the difficulty is too high but what does it matter for the industry if profitability is achieved. To see to fill the ignorance and to forget.",2024-11-04
1157,sivert-almvik,Just a remake of the first one. A boring femake,3,"It all started well. I liked the characters and the setting. It soon became apparent it is just a remake of the story from Alien. Sure, there are some new stuff happening here and there but it is not enough to make me care about the characters as the story progresses.I think it is a shame they couldn't add to the more a bit more by doing something new. The building blocks were there, but they failed.After viewing it I wonder how they got the go-ahead to make this as a direct copy of the first film. Perhaps greed got to the film studio. I find it weird since the other sequels were OK.Shame.",2024-10-25
1158,inc-133-70013,Poor man's Alien,5,"Alien: Romulus is what you hear, if you ask a person who watched original Alien those 46 years ago what the movie was about, and if they didn't particularly care about it.""There's spaceship, female protagonist, an android, evil company and spooky monsters"".That's exactly what also exists in Alien: Romulus. But (unlike the original movie), it's also all there is.All the characters are very poor NPC's from 1990's video game, I don't think I remember a single name. One is unexplainably evil, one is very scared, so on. They don't even try to be memorable anyhow, there's no notable dialogue, backgrounds, anything.They're supposedly indentured slaves on some mining planet, but also have a (probably cargo hauling) spaceship they can just ride whenever they feel like it.And they also die really fast.Main character definitely isn't Sigourney Weaver, even if she tries a bit. Most of the budget for this move probably went to CRT screens, and couple - I admit - pretty nice exterior shots of a space station grinding down on asteroid belt. There's also pretty poor attempt to explain gravity in Alien movies, and it's used to make a pretty memorable scene with free-floating acid. But that also happens be only original thought in entire movie.Well, and that Weyland-Yucatani corporation's scientists and researchers are most gullible, if not idiotic people in the galaxy, because you can put babies of ""ultimate lifeform, a vicious alien predator"" into shrink-wraps and just leave them hanging around... well not even once. My point is, there's some creative compromises as a storytelling tool, and there's something so utterly dumb that nobody will buy it. Alien: Romulus showcases a lot of the latter. Two robots in this movie seemed to have more self-preservation instinct than humans themselves. But that's also partly due really poor acting.Rest is... well... it's a (somewhat embarrassing) high school play on theme of Alien, that's about the best way to put it. Amateurish, empty and dull, even if it ticks all the boxes to be basic Alien movie.I'll leave it at that.",2024-12-06
1159,rocky_pch,Another Alien movie. Ho hum.,4,"I wasn't particularly looking forward to this having been disappointed by everything since Aliens.Anyway, I went to watch it yesterday and can only say it was as bad as I feared. I have no idea what the names of the characters were. The shout-outs to other Alien films too many to mention and, worse, cringe worthy and embarrassing.The storyline was a horrible mix of previous movies. If they couldn't come up with something at least marginally tense and original then they'd have been better off not bothering at all.At this point, I don't think it's too much to say that the franchise is dead in the water and needs to be left well alone. There's clearly a lack of ability to write a truly original storyline.On the plus side, the external shots were well made but effects only go so far.",2024-08-25
1160,slumbux,Meh 🤦,5,"At this point to keep faith in the human race I have to believe all these 7+ ratings with hype reviews are done by bots/people hired by the film production company. And I get it. After being one of the fools who waited for the lights to turn on only to realize there was no ""hidden content"", I've witnessed the seemingly hundreds of names paid to make this movie.If ONLY they hired someone to write a script that is better than that of your mid grade video game.Alas, some cool special FX to be had and some jump scares, which my beautiful wife aptly pointed out ""it's all they have!"" So, if that's your thing, ENJOY!",2024-08-31
